10 5.38538 
20 5.38538 
30 5.38538 
40 5.38538 
50 5.38538 
60 5.38538 
70 5.38538 
80 5.38538 
90 5.38538 
100 5.38538 
200 5.2227 
300 4.4965 
400 3.91177 
500 3.47768 
600 3.16059 
700 2.9351 
800 2.76552 
900 2.6489 
1000 2.55683 
2000 2.30712 
3000 2.31354 
4000 2.39542 
5000 2.54565
6000 2.74887 
7000 2.9839 
8000 3.24582 
9000 3.52039 
